40.1648791,-75.4482428,Fire: FIRE INVESTIGATION,2016-01-15 13:16,LOWER PROVIDENCE,LEVEL RD & LEWIS RD
40.1405049,-75.3108737,EMS: HEAD INJURY,2016-01-15 13:17,EAST NORRITON,GERMANTOWN PIKE & HANNAH AVE
40.095171,-75.414699,EMS: FALL VICTIM,2016-01-15 13:22,UPPER MERION,1ST AVE & FREEDOM DR
40.000763,-75.2797685,EMS: SUBJECT IN PAIN,2016-01-15 13:22,LOWER MERION,WYNNEWOOD RD & W OLD WYNNEWOOD RD
40.2081197,-75.2302195,Fire: BUILDING FIRE,2016-01-15 13:23,LOWER GWYNEDD,WOODVIEW LN & CANTER LN
40.1004231,-75.2070644,EMS: RESPIRATORY EMERGENCY,2016-01-15 13:23,SPRINGFIELD,BROOKSIDE RD & DEAD END
40.2081197,-75.2302195,EMS: BUILDING FIRE,2016-01-15 13:24,LOWER GWYNEDD,WOODVIEW LN & CANTER LN
40.1344431,-75.3326869,EMS: RESPIRATORY EMERGENCY,2016-01-15 13:26,NORRISTOWN,JOHNSON HWY & MARKLEY ST
40.0197176,-75.3147494,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:29,LOWER MERION,LANCASTER AVE & TOWN PL
40.3998501,-75.4978945,EMS: CARDIAC EMERGENCY,2016-01-15 13:33,PENNSBURG,MAIN ST & W 3RD ST
40.1305414,-75.3179101,EMS: FALL VICTIM,2016-01-15 13:33,EAST NORRITON,OLD ARCH RD & BIRCHWOOD DR
39.991116,-75.248011,EMS: SUBJECT IN PAIN,2016-01-15 13:34,LOWER MERION,CITY AVE & OVERBROOK AVE
40.1068386,-75.1238039,Fire: GAS-ODOR/LEAK,2016-01-15 13:34,ABINGTON,OLD YORK RD & HARTE RD
40.2421914,-75.2847748,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:34,LANSDALE,WALNUT ST & W MAIN ST
40.2149774,-75.4997122,EMS: CARDIAC EMERGENCY,2016-01-15 13:37,LIMERICK,RIDGE PIKE & N TOWNSHIP LINE RD
40.1760925,-75.2369898,EMS: VEHICLE FIRE,2016-01-15 13:38,LOWER GWYNEDD,PENLLYN PIKE
40.1760925,-75.2369898,Fire: VEHICLE FIRE,2016-01-15 13:39,LOWER GWYNEDD,PENLLYN PIKE
40.1713742,-75.2237866,Traffic: VEHICLE FIRE -,2016-01-15 13:39,LOWER GWYNEDD,PENLLYN PIKE & DAGER RD
40.1514671,-75.1176975,EMS: HEAD INJURY,2016-01-15 13:40,UPPER MORELAND,GRANT AVE & LINCOLN AVE
40.0112563,-75.2598772,EMS: VEHICLE ACCIDENT,2016-01-15 13:41,LOWER MERION,MONTGOMERY AVE & PRICE AVE
40.0112563,-75.2598772,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:41,LOWER MERION,MONTGOMERY AVE & PRICE AVE
40.1713742,-75.2237866,Traffic: VEHICLE FIRE -,2016-01-15 13:42,LOWER GWYNEDD,PENLLYN PIKE & DAGER RD
40.2421914,-75.2847748,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:42,LANSDALE,WALNUT ST & W MAIN ST
40.1330371,-75.4084631,EMS: MEDICAL ALERT ALARM,2016-01-15 13:46,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
39.9875196,-75.2776741,EMS: VEHICLE ACCIDENT,2016-01-15 13:46,LOWER MERION,HAVERFORD RD
40.1532684,-75.1895576,Traffic: ROAD OBSTRUCTION -,2016-01-15 13:46,UPPER DUBLIN,PENNSYLVANIA TPKE & WELSH RD OVERPASS
39.984609,-75.274451,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:46,LOWER MERION,HAVERFORD RD & MANOA RD
40.2511741,-75.6439755,Traffic: VEHICLE ACCIDENT -,2016-01-15 13:47,POTTSTOWN,JEFFERSON AVE & N EVANS ST
40.1330371,-75.4084631,EMS: MEDICAL ALERT ALARM,2016-01-15 13:50,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.2390752,-75.5276672,Traffic: ROAD OBSTRUCTION -,2016-01-15 13:50,LIMERICK,SWAMP PIKE & VILLAGE WAY
40.1330371,-75.4084631,EMS: MEDICAL ALERT ALARM,2016-01-15 13:52,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.2125264,-75.2661689,Fire: APPLIANCE FIRE,2016-01-15 13:52,NORTH WALES,PROSPECT AVE & S 9TH ST
40.1764873,-75.0961715,EMS: FALL VICTIM,2016-01-15 13:52,UPPER MORELAND,WARMINSTER RD & E MORELAND AVE
40.1330371,-75.4084631,EMS: MEDICAL ALERT ALARM,2016-01-15 13:53,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.078888,-75.355104,EMS: FEVER,2016-01-15 13:54,UPPER MERION,HENDERSON RD & SHOEMAKER RD
40.0563693,-75.2866643,EMS: FALL VICTIM,2016-01-15 13:55,LOWER MERION,LAFAYETTE RD & STONY LN
40.2149774,-75.4997122,EMS: CARDIAC EMERGENCY,2016-01-15 14:01,LIMERICK,RIDGE PIKE & N TOWNSHIP LINE RD
40.1209013,-75.1617561,EMS: HEAD INJURY,2016-01-15 14:01,UPPER DUBLIN,JENKINTOWN RD & NORTH HILLS AVE
40.251492,-75.6033497,EMS: DEHYDRATION,2016-01-15 14:02,LOWER POTTSGROVE,CHERRYWOOD CT & DEAD END
40.2560369,-75.5927008,EMS: SUBJECT IN PAIN,2016-01-15 14:02,LOWER POTTSGROVE,BUCHERT RD & LAUREL WAY
40.1330371,-75.4084631,EMS: NAUSEA/VOMITING,2016-01-15 14:03,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.0069268,-75.2966839,EMS: CVA/STROKE,2016-01-15 14:03,LOWER MERION,ARDMORE AVE
40.1330371,-75.4084631,EMS: MEDICAL ALERT ALARM,2016-01-15 14:05,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.0243741,-75.3242675,EMS: OVERDOSE,2016-01-15 14:06,LOWER MERION,ROBERTS RD & W LANCASTER AVE
40.2465386,-75.6488196,Fire: RESCUE - ELEVATOR,2016-01-15 14:09,POTTSTOWN,KING ST & PENN ST
40.2642269,-75.6290857,Fire: FIRE SPECIAL SERVICE,2016-01-15 14:10,LOWER POTTSGROVE,CHARLOTTE ST & MERVINE ST
40.2250992,-75.2076515,Fire: FIRE ALARM,2016-01-15 14:17,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD
40.0946197,-75.3628559,Traffic: VEHICLE ACCIDENT -,2016-01-15 14:19,UPPER MERION,DEKALB PIKE & S HENDERSON RD
40.2165796,-75.5512432,EMS: CARDIAC EMERGENCY,2016-01-15 14:20,LIMERICK,ENTERPRISE DR & KEYSTONE DR
40.0104612,-75.2961465,Traffic: VEHICLE ACCIDENT -,2016-01-15 14:21,LOWER MERION,WOODSIDE RD & W LANCASTER AVE
40.1571783,-75.0718282,EMS: UNKNOWN MEDICAL EMERGENCY,2016-01-15 14:23,UPPER MORELAND,BYBERRY RD & READING WAY
40.2544346,-75.6310273,Traffic: VEHICLE ACCIDENT -,2016-01-15 14:23,POTTSTOWN,N ADAMS ST & JACKSON ST
40.1058897,-75.0847407,EMS: ABDOMINAL PAINS,2016-01-15 14:26,ABINGTON,HUNTINGDON PIKE & MOREDON RD
40.179703,-75.4348535,EMS: FALL VICTIM,2016-01-15 14:28,LOWER PROVIDENCE,GREENES WAY CIR & GREENE MEADOW DR
40.0247135,-75.2296405,Traffic: VEHICLE ACCIDENT -,2016-01-15 14:31,LOWER MERION,BELMONT AVE & JEFFERSON ST
40.185737,-75.27932,Traffic: ROAD OBSTRUCTION -,2016-01-15 14:32,LOWER GWYNEDD,TOWNSHIP LINE RD & S SWEDESFORD RD
40.185737,-75.27932,Traffic: ROAD OBSTRUCTION -,2016-01-15 14:34,LOWER GWYNEDD,TOWNSHIP LINE RD & S SWEDESFORD RD
40.2290075,-75.3878525,Traffic: DISABLED VEHICLE -,2016-01-15 14:35,CHESTER COUNTY,RT422  & TURNPIKE OVERPASS
40.2290075,-75.3878525,Traffic: DISABLED VEHICLE -,2016-01-15 14:35,CHESTER COUNTY,RT422  & TURNPIKE OVERPASS
40.185737,-75.27932,Traffic: ROAD OBSTRUCTION -,2016-01-15 14:36,LOWER GWYNEDD,TOWNSHIP LINE RD & S SWEDESFORD RD
40.2368551,-75.3533863,EMS: ALTERED MENTAL STATUS,2016-01-15 14:36,TOWAMENCIN,SPRINGER RD & OLD MORRIS RD
40.1499398,-75.3396256,Fire: FIRE ALARM,2016-01-15 14:37,EAST NORRITON,GERMANTOWN PIKE & RICHFIELD RD
40.247397,-75.6438086,EMS: LACERATIONS,2016-01-15 14:38,POTTSTOWN,FRANKLIN ST & ROWAN ALY
40.071727,-75.127361,Fire: GAS-ODOR/LEAK,2016-01-15 14:40,CHELTENHAM,HIGH SCHOOL RD & HARRISON AVE
40.1821003,-75.2177447,EMS: FALL VICTIM,2016-01-15 14:41,LOWER GWYNEDD,NORRISTOWN RD & RADCLIFF LN
40.2212266,-75.2887369,Traffic: ROAD OBSTRUCTION -,2016-01-15 14:45,UPPER GWYNEDD,S SWEDESFORD RD & RR UNDERPASS
40.1196045,-75.2849004,EMS: GENERAL WEAKNESS,2016-01-15 14:47,PLYMOUTH,GERMANTOWN PIKE & ATRIUM WAY
40.2471241,-75.6455851,EMS: FALL VICTIM,2016-01-15 14:53,POTTSTOWN,CHESTNUT ST & N EVANS ST
40.0958244,-75.1001845,EMS: SEIZURES,2016-01-15 14:54,ABINGTON,PEMBROKE RD & LLANFAIR RD
39.9923635,-75.2839989,Traffic: VEHICLE ACCIDENT -,2016-01-15 14:54,LOWER MERION,HAVERFORD RD & DELMONT DR
40.2109067,-75.2782709,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-15 12:00,NORTH WALES,N MAIN ST & E WALNUT ST
40.2109067,-75.2782709,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-15 12:00,NORTH WALES,WALNUT ST & S MAIN ST
40.1130613,-75.1192289,EMS: HEMORRHAGING,2016-02-15 12:02,ABINGTON,SUSQUEHANNA RD & HUNTINGDON RD
40.1354088,-75.1854977,Fire: FIRE ALARM,2016-02-15 12:03,UPPER DUBLIN,VIRGINIA DR & CAMP HILL RD
40.3143122,-75.3239316,EMS: DIZZINESS,2016-02-15 12:04,SOUDERTON,2ND ST & FAIRVIEW AVE
40.1207039,-75.3388926,EMS: UNCONSCIOUS SUBJECT,2016-02-15 12:05,NORRISTOWN,WILLOW ST & SCOTT ALY
40.1532684,-75.1895576,EMS: GENERAL WEAKNESS,2016-02-15 12:10,UPPER DUBLIN,CAMPUS DR & DEAD END
40.1500336,-75.0605533,Fire: BUILDING FIRE,2016-02-15 12:11,LOWER MORELAND,COLONIAL CIR & SPUR RD
40.2402334,-75.2446059,Traffic: VEHICLE ACCIDENT -,2016-02-15 12:24,MONTGOMERY,NORTH WALES RD & HARBOB LN
40.2560964,-75.6438896,Traffic: DISABLED VEHICLE -,2016-02-15 12:27,POTTSTOWN,EAST ST & N HANOVER ST
40.2237857,-75.5141188,Fire: TRANSFERRED CALL,2016-02-15 12:28,LIMERICK,RIDGE PIKE & SUNNY BROOK RD
40.2456734,-75.2796667,EMS: CVA/STROKE,2016-02-15 12:29,LANSDALE,BROAD ST & E 6TH ST
40.1350514,-75.3562044,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-15 12:33,WEST NORRITON,UPPER FARM RD & BEECH DR
40.2212266,-75.2887369,Traffic: VEHICLE ACCIDENT -,2016-02-15 12:37,UPPER GWYNEDD,DEKALB PIKE & RT202 PKWY
40.3974904,-75.4950467,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-15 12:40,PENNSBURG,PENN ST & E 5TH ST
40.2413204,-75.2428276,Traffic: DISABLED VEHICLE -,2016-02-15 12:43,MONTGOMERY,BETHLEHEM PIKE & NORTH WALES RD
40.1473993,-75.0307845,Traffic: VEHICLE ACCIDENT -,2016-02-15 12:46,LOWER MORELAND,COUNTY LINE RD & BERTON RD
40.1515884,-75.1018705,EMS: ABDOMINAL PAINS,2016-02-15 12:47,UPPER MORELAND,BALL RD & MORGAN MILL RD
40.0735396,-75.2432901,EMS: ALTERED MENTAL STATUS,2016-02-15 12:49,SPRINGFIELD,RIDGE PIKE & NORTHWESTERN AVE
40.2007702,-75.3460505,EMS: SUBJECT IN PAIN,2016-02-15 12:55,WORCESTER,LOCUST DR & DEAD END
40.1307523,-75.3008447,Traffic: VEHICLE ACCIDENT -,2016-02-15 12:55,PLYMOUTH,VALLEY RD & GERMANTOWN PIKE
40.1683401,-75.2525143,Fire: FIRE ALARM,2016-02-15 12:57,WHITPAIN,PENLLYN BLUE BELL PIKE & LANTERN LN
39.9801719,-75.2692932,Traffic: VEHICLE FIRE -,2016-02-15 12:58,PHILA COUNTY,HAVERFORD AVE & CITY AVE
40.11524,-75.1392203,Traffic: ROAD OBSTRUCTION -,2016-02-15 13:00,ABINGTON,EASTON RD & HILLDALE RD
40.1568677,-75.222891,Fire: FIRE ALARM,2016-02-15 13:01,AMBLER,FOREST AVE & AINSWORTH ST
40.0973217,-75.209045,Fire: FIRE ALARM,2016-02-15 13:03,SPRINGFIELD,LONGFIELD RD & CHESNEY LN
40.1074003,-75.113206,EMS: CARDIAC EMERGENCY,2016-02-15 13:04,ABINGTON,RYDAL RD & THE FAIRWAY
40.1625582,-75.2574749,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:07,WHITPAIN,PENLLYN BLUE BELL PIKE & MORRIS RD
40.1037165,-75.3373866,EMS: BACK PAINS/INJURY,2016-02-15 13:08,BRIDGEPORT,GROVE ST & HOLSTEIN ST
40.0885102,-75.1830359,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:09,SPRINGFIELD,CHELTENHAM AVE & WILLOW GROVE AVE
40.1024382,-75.1383097,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:09,ABINGTON,HIGHLAND AVE & JENKINTOWN RD
40.1732284,-75.1828277,EMS: VEHICLE ACCIDENT,2016-02-15 13:13,HORSHAM,LIMEKILN PIKE
40.2253209,-75.5153878,Traffic: ROAD OBSTRUCTION -,2016-02-15 13:13,LIMERICK,W RIDGE PIKE & SUNSET RD
40.2362239,-75.1917667,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:13,HORSHAM,LIMEKILN PIKE & LOWER STATE RD
40.1210792,-75.3467522,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:13,NORRISTOWN,W OAK ST & ASTOR ST
40.3648992,-75.4564088,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:22,MARLBOROUGH,GERYVILLE PIKE & HIFFLETRAYER RD
40.176082,-75.1231279,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:23,UPPER MORELAND,BLAIR MILL RD & HORSHAM RD
40.2543624,-75.6508587,EMS: UNCONSCIOUS SUBJECT,2016-02-15 13:24,POTTSTOWN,6TH ST & JOHNSON ST
40.247232,-75.4763352,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:25,LIMERICK,CEMETERY RD & N LIMERICK RD
40.1582421,-75.3737106,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:25,WORCESTER,W GERMANTOWN PIKE & N TROOPER RD
40.1086926,-75.1456492,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:27,ABINGTON,EASTON RD & WELDON AVE
40.148876,-75.129415,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:28,UPPER MORELAND,FITZWATERTOWN RD & MORELAND RD
40.1553689,-75.1243525,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:28,UPPER MORELAND,RUSSELL RD & ANDREA DR
40.1379912,-75.1203081,EMS: FALL VICTIM,2016-02-15 13:29,ABINGTON,EASTON RD & DAVISVILLE RD
39.9996427,-75.2381068,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:29,LOWER MERION,UNION AVE & OLD LANCASTER RD
40.1486707,-75.4280094,Fire: FIRE ALARM,2016-02-15 13:32,LOWER PROVIDENCE,EAGLEVILLE RD & ARCOLA RD
40.0136262,-75.239316,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-15 13:36,LOWER MERION,CYNWYD CIR & W PRINCETON RD
40.213755,-75.3300318,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:36,UPPER GWYNEDD,VALLEY FORGE RD & MORRIS RD
40.1893224,-75.1246908,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:36,HORSHAM,W MORELAND AVE & MEETINGHOUSE RD
40.206392,-75.139851,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:42,HORSHAM,EASTON RD & W COUNTY LINE RD
40.1723141,-75.4927278,Traffic: DISABLED VEHICLE -,2016-02-15 13:44,UPPER PROVIDENCE,RT422 EB & MINGO RD UNDERPASS
40.1456775,-75.0938285,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:45,UPPER MORELAND,TERWOOD RD & BRENDAN CIR
40.1532684,-75.1895576,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:47,UPPER DUBLIN,RT309 EXPY & LOCH ALSH AVE UNDERPASS
40.1532684,-75.1895576,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:47,UPPER DUBLIN,RT309 EXPY & LOCH ALSH AVE UNDERPASS
40.182558,-75.131371,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:48,HORSHAM,EASTON RD & MEETINGHOUSE RD
40.1855167,-75.2277666,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:49,LOWER GWYNEDD,N BETHLEHEM PIKE & NORRISTOWN RD
40.0563693,-75.2866643,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:51,LOWER MERION,LAFAYETTE RD & STONY LN
40.2779408,-75.3893812,EMS: FALL VICTIM,2016-02-15 13:52,LOWER SALFORD,MAPLE AVE & ALUMNI AVE
40.1517741,-75.3365695,EMS: CARDIAC EMERGENCY,2016-02-15 13:53,EAST NORRITON,GERMANTOWN PIKE & RR CROSSING
40.3390647,-75.4717022,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:55,GREEN LANE,MAIN ST & GRAVEL PIKE
40.2070553,-75.3179522,Traffic: VEHICLE ACCIDENT -,2016-02-15 13:55,UPPER GWYNEDD,MORRIS RD & S BROAD ST
40.1074003,-75.113206,Fire: FIRE ALARM,2016-02-15 13:56,ABINGTON,THE FAIRWAY  & RYDAL RD
40.1327126,-75.1042561,EMS: RESPIRATORY EMERGENCY,2016-02-15 13:57,ABINGTON,COUNTRY CLUB DR & EDGE HILL RD
40.136859,-75.147403,Fire: BUILDING FIRE,2016-02-15 13:58,UPPER DUBLIN,FITZWATERTOWN RD & BURN BRAE DR
40.2290075,-75.3878525,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:00,DELAWARE COUNTY,HOFFMANSVILLE
40.1198332,-75.1253492,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:00,ABINGTON,HOFFMANSVILLE
40.1793752,-75.2362381,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:00,LOWER GWYNEDD,HOFFMANSVILLE
40.1745962,-75.1034327,EMS: GENERAL WEAKNESS,2016-02-15 14:01,UPPER MORELAND,PENNSYLVANIA TPKE & BYBERRY RD OVERPASS
40.1058897,-75.0847407,EMS: GENERAL WEAKNESS,2016-02-15 14:02,ABINGTON,HUNTINGDON PIKE & MOREDON RD
40.1073412,-75.1133129,Traffic: ROAD OBSTRUCTION -,2016-02-15 14:05,ABINGTON,THE FAIRWAY & RYDAL RD
40.2060806,-75.2246178,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:06,HORSHAM,N BETHLEHEM PIKE & WELSH RD
40.2060806,-75.2246178,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:06,HORSHAM,N BETHLEHEM PIKE & WELSH RD
40.2060806,-75.2246178,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:06,LOWER GWYNEDD,W WELSH RD & N BETHLEHEM PIKE
40.2060806,-75.2246178,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:06,LOWER GWYNEDD,W WELSH RD & N BETHLEHEM PIKE
40.2224824,-75.3039846,EMS: VEHICLE ACCIDENT,2016-02-15 14:09,UPPER GWYNEDD,SUMNEYTOWN PIKE
40.211599,-75.2813137,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:09,UPPER GWYNEDD,SUMNEYTOWN PIKE & BEAVER ST
40.0617557,-75.1368766,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:13,CHELTENHAM,CHELTENHAM AVE & OLD YORK RD
40.167178,-75.1323606,EMS: SEIZURES,2016-02-15 14:15,UPPER MORELAND,BLAIR MILL RD & CARRELL LN
40.251492,-75.6033497,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:15,LOWER POTTSGROVE,RT422 BYP & RR UNDERPASS
40.1439789,-75.273926,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:16,WHITPAIN,PENLLYN BLUE BELL PIKE & STENTON AVE
40.2290075,-75.3878525,EMS: SUBJECT IN PAIN,2016-02-15 14:17,HATFIELD BORO,BROAD ST & S WAYNE AVE
40.2394356,-75.2362381,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:17,MONTGOMERY,COSTCO DR & RT202 PKWY
40.1518195,-75.2665979,EMS: VEHICLE ACCIDENT,2016-02-15 14:18,WHITPAIN,PENLLYN BLUE BELL PIKE
40.1518195,-75.2665979,Fire: VEHICLE ACCIDENT,2016-02-15 14:18,WHITPAIN,PENLLYN BLUE BELL PIKE
40.1938129,-75.2421421,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:19,LOWER GWYNEDD,SUMNEYTOWN PIKE & STONEBRIDGE RD
40.0900968,-75.1265843,EMS: RESPIRATORY EMERGENCY,2016-02-15 14:21,ABINGTON,OLD YORK RD & YORK RD
40.314511,-75.303861,Fire: FIRE ALARM,2016-02-15 14:22,BUCKS COUNTY,BETHLEHEM PIKE & CHERRY LN
40.0903967,-75.3957327,Fire: FIRE ALARM,2016-02-15 14:25,UPPER MERION,MALL BLVD & GODDARD BLVD
40.2035585,-75.1875128,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:25,HORSHAM,LIMEKILN PIKE & SILVER OAK PL
40.1040774,-75.4220931,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:27,UPPER MERION,VALLEY FORGE PARK RD & COUNTY LINE RD
40.1040774,-75.4220931,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:28,UPPER MERION,VALLEY FORGE PARK RD & COUNTY LINE RD
40.138827,-75.3757483,Traffic: ROAD OBSTRUCTION -,2016-02-15 14:30,WEST NORRITON,CHESTNUT AVE & BURNSIDE AVE
40.1084656,-75.2695805,Traffic: VEHICLE ACCIDENT -,2016-02-15 14:31,WHITEMARSH,FLOURTOWN RD & CAMBURN RD
40.1499398,-75.3396256,Fire: FIRE ALARM,2016-02-15 14:32,EAST NORRITON,GERMANTOWN PIKE & RICHFIELD RD
40.1164472,-75.3489018,Traffic: ROAD OBSTRUCTION -,2016-02-15 14:34,NORRISTOWN,MARKLEY ST & W MAIN ST
40.113728,-75.3423513,EMS: SYNCOPAL EPISODE,2016-02-15 14:36,NORRISTOWN,MAIN ST & DEKALB ST
40.2436911,-75.6508811,Traffic: DISABLED VEHICLE -,2016-02-15 14:39,POTTSTOWN,S HANOVER ST & SOUTH ST
40.1138125,-75.3451199,EMS: FALL VICTIM,2016-02-15 14:42,NORRISTOWN,LAFAYETTE ST & SWEDE ST
